Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Latitude,Longitude,Area,Canyon,Path_Position,Distance_to_Road,Scenic_Loop_Order
Xyphoid Fever,The Friar and Byrd Pinnacle > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106725290/xyphoid-fever,2.8,-1,Trad,5.1,1,90.0,36.10394,-115.48544,The Friar and Byrd Pinnacle,Oak Creek Canyon,0.4814909090908891,0.0727343279578476,491
Boondoggle,The Friar and Byrd Pinnacle > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106388280/boondoggle,3.0,-1,Trad,5.11+,1,,36.10394,-115.48544,The Friar and Byrd Pinnacle,Oak Creek Canyon,0.4814909090908891,0.0727343279578476,492
Eliminator,Afterburner Wall > Cactus Flower Tower > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108395337/eliminator,3.0,-1,Trad,5.11d PG13,1,130.0,36.10088,-115.48749,Afterburner Wall,Cactus Flower Tower,0.4833818181817786,0.1708068690708314,493
Unknown,Solar Slab - Lower Tier > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116579907/unknown,2.6,-1,Trad,5.1,1,100.0,36.10333,-115.48677,Solar Slab - Lower Tier,Oak Creek Canyon,0.4852181818181959,0.0032790071740472,494
The Pamphlet,Solar Slab - Lower Tier > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125724136/the-pamphlet,2.0,-1,Trad,5.8,1,105.0,36.10333,-115.48677,Solar Slab - Lower Tier,Oak Creek Canyon,0.4852181818181959,0.0032790071740472,495
Unknown,Solar Slab - Lower Tier > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116579816/unknown,3.0,-1,Trad,5.7+,1,100.0,36.10333,-115.48677,Solar Slab - Lower Tier,Oak Creek Canyon,0.4852181818181959,0.0032790071740472,496
Corona,Solar Slab - Lower Tier > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105861748/corona,2.7,-1,Trad,5.10a,1,,36.10333,-115.48677,Solar Slab - Lower Tier,Oak Creek Canyon,0.4852181818181959,0.0032790071740472,497
Dubious Flirtations,Solar Slab - Lower Tier > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105817591/dubious-flirtations,1.7,-1,Trad,5.10b/c,1,150.0,36.10333,-115.48677,Solar Slab - Lower Tier,Oak Creek Canyon,0.4852181818181959,0.0032790071740472,498
Wise Guys Off Size,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240424/wise-guys-off-size,3.3,-1,Trad,5.10c,1,105.0,36.10679,-115.48516,Rainbow Mountain - East Face,Oak Creek Canyon,0.4856545454545043,0.2509923083500772,499
Tickled Pink,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240189/tickled-pink,3.4,-1,Trad,5.11a,1,50.0,36.10679,-115.48516,Rainbow Mountain - East Face,Oak Creek Canyon,0.4856545454545043,0.2509923083500772,500
Little Brown,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240448/little-brown,2.5,-1,Trad,5.8,1,60.0,36.10679,-115.48516,Rainbow Mountain - East Face,Oak Creek Canyon,0.4856545454545043,0.2509923083500772,501
The Growler,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240138/the-growler,2.8,-1,Trad,5.9+,1,60.0,36.10679,-115.48516,Rainbow Mountain - East Face,Oak Creek Canyon,0.4856545454545043,0.2509923083500772,502
Rockingstone Groove,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240561/rockingstone-groove,3.0,-1,Trad,5.9+,1,110.0,36.10679,-115.48516,Rainbow Mountain - East Face,Oak Creek Canyon,0.4856545454545043,0.2509923083500772,503
Da Boneyard,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240470/da-boneyard,3.0,-1,Trad,5.10b,1,220.0,36.10679,-115.48516,Rainbow Mountain - East Face,Oak Creek Canyon,0.4856545454545043,0.2509923083500772,504
Pure Snark,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120352326/pure-snark,3.4,-1,Trad,5.10b/c,1,60.0,36.10679,-115.48516,Rainbow Mountain - East Face,Oak Creek Canyon,0.4856545454545043,0.2509923083500772,505
Beelzebub,Rainbow Mountain - East Face > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113240381/beelzebub,3.9,-1,Trad,5.11b,1,60.0,36.10679,-115.48516,Rainbow Mountain - East Face,Oak Creek Canyon,0.4856545454545043,0.2509923083500772,506
Offset Corners,Black Orpheus Amphitheater > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107496550/offset-corners,3.0,-1,Trad,5.11b,1,90.0,36.10256,-115.49045,Black Orpheus Amphitheater,Oak Creek Canyon,0.4971999999999698,0.1588827244025914,507
The Secret World of Arrietty,Black Orpheus Amphitheater > Oak Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107539783/the-secret-world-of-arrietty,3.4,-1,Trad,5.11b,1,140.0,36.10256,-115.49045,Black Orpheus Amphitheater,Oak Creek Canyon,0.4971999999999698,0.1588827244025914,508
The Bullnose Roof,Bullnose Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107907449/the-bullnose-roof,-1.0,-1,Trad,5.10c/d,1,150.0,36.11362,-115.50611,Bullnose Wall,Pine Creek Canyon,0.5454545454545454,0.4229610253114546,509
Enter the Arena,Bullnose Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107907509/enter-the-arena,-1.0,-1,Trad,5.8,1,100.0,36.11362,-115.50611,Bullnose Wall,Pine Creek Canyon,0.5454545454545454,0.4229610253114546,510
Diarrhea Dialect,Bullnose Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107907489/diarrhea-dialect,0.0,-1,Trad,5.7,1,100.0,36.11362,-115.50611,Bullnose Wall,Pine Creek Canyon,0.5454545454545454,0.4229610253114546,511
Smokescreen,North Face of Rainbow Mountain > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/110957209/smokescreen,3.3,-1,Trad,5.11c R,1,,36.11204,-115.49766,North Face of Rainbow Mountain,Juniper Canyon,0.5698909090909274,0.0518671590948384,512
North Face of Rainbow Mountain,North Face of Rainbow Mountain > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/110957141/north-face-of-rainbow-mountain,2.0,-1,Trad,5.9+ R,1,,36.11204,-115.49766,North Face of Rainbow Mountain,Juniper Canyon,0.5698909090909274,0.0518671590948384,513
Chocolate and Cheese,Brownstone Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/127339238/chocolate-and-cheese,3.6,-1,Trad,5.11c,1,125.0,36.11483,-115.4957,Brownstone Wall,Juniper Canyon,0.5942909090908827,0.1597741073976383,514
Voodoo Lady,Brownstone Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/127339118/voodoo-lady,3.8,-1,Trad,5.11c,1,125.0,36.11483,-115.4957,Brownstone Wall,Juniper Canyon,0.5942909090908827,0.1597741073976383,515
Corruption of the Jesuit,Brownstone Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/117833547/corruption-of-the-jesuit,2.5,-1,Trad,5.11c,1,130.0,36.11483,-115.4957,Brownstone Wall,Juniper Canyon,0.5942909090908827,0.1597741073976383,516
Immaculate Conception,Brownstone Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/117833494/immaculate-conception,3.7,-1,Trad,5.11b,1,130.0,36.11483,-115.4957,Brownstone Wall,Juniper Canyon,0.5942909090908827,0.1597741073976383,517
Kentucky's Finest,Brownstone Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116084279/kentuckys-finest,2.5,-1,Trad,5.11b PG13,-53,400.0,36.11483,-115.4957,Brownstone Wall,Juniper Canyon,0.5942909090908827,0.1597741073976383,518
J + J Swerve,Brownstone Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107321598/j-j-swerve,2.0,-1,Trad,5.10-,1,190.0,36.11483,-115.4957,Brownstone Wall,Juniper Canyon,0.5942909090908827,0.1597741073976383,519
Lost in Space,Challenger Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111700194/lost-in-space,3.9,-1,Trad,5.11d,1,115.0,36.1187,-115.49655,Challenger Wall,Pine Creek Canyon,0.6021818181817862,0.4158284012423107,520
Explorer,Challenger Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107638158/explorer,2.2,-1,Trad,5.10d,1,100.0,36.1187,-115.49655,Challenger Wall,Pine Creek Canyon,0.6021818181817862,0.4158284012423107,521
Black and Tan,Cloud Tower > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125352210/black-and-tan,2.3,-1,Trad,5.11-,1,150.0,36.11237,-115.48908,Cloud Tower,Juniper Canyon,0.6334909090908514,0.1842172111533469,522
"Far Side, The",Cloud Tower > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125923561/far-side-the,3.0,-1,Trad,5.11b PG13,1,115.0,36.11237,-115.48908,Cloud Tower,Juniper Canyon,0.6334909090908514,0.1842172111533469,523
Fist or Flips,Ginger Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108073448/fist-or-flips,2.6,-1,Trad,5.10c,1,100.0,36.11213,-115.48829,Ginger Buttress,Juniper Canyon,0.6363636363636364,0.2200867382060895,524
Cumin Trafficking,Ginger Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/121507464/cumin-trafficking,2.0,-1,Trad,5.10-,1,115.0,36.11213,-115.48829,Ginger Buttress,Juniper Canyon,0.6363636363636364,0.2200867382060895,525
Ginger Crack Variation Finish (Der Guberbaum),Ginger Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113781810/ginger-crack-variation-finish-der-guberbaum,3.0,-1,Trad,5.9,1,175.0,36.11213,-115.48829,Ginger Buttress,Juniper Canyon,0.6363636363636364,0.2200867382060895,526
Jack's Lament,Ginger Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116817902/jacks-lament,3.0,-1,Trad,5.8-,1,40.0,36.11213,-115.48829,Ginger Buttress,Juniper Canyon,0.6363636363636364,0.2200867382060895,527
The Black Pearl,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106134494/the-black-pearl,3.7,-1,Trad,5.1,1,170.0,36.11526,-115.48953,Jackrabbit Buttress,Juniper Canyon,0.639963636363591,0.0178557350460691,528
Senior Discount,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/109703834/senior-discount,1.5,-1,Trad,5.1,1,100.0,36.11526,-115.48953,Jackrabbit Buttress,Juniper Canyon,0.639963636363591,0.0178557350460691,529
Cottontail,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732707/cottontail,1.5,-1,Trad,5.8,1,70.0,36.11526,-115.48953,Jackrabbit Buttress,Juniper Canyon,0.639963636363591,0.0178557350460691,530
Don't Touch That in Front of Grandma,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732704/dont-touch-that-in-front-of-grandma,0.5,-1,Trad,5.7 R,1,70.0,36.11526,-115.48953,Jackrabbit Buttress,Juniper Canyon,0.639963636363591,0.0178557350460691,531
Tan Clam,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120072050/tan-clam,3.0,-1,Trad,5.10+,1,135.0,36.11526,-115.48953,Jackrabbit Buttress,Juniper Canyon,0.639963636363591,0.0178557350460691,532
Juggernaut,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105889479/juggernaut,2.9,-1,Trad,5.10b/c,1,85.0,36.11526,-115.48953,Jackrabbit Buttress,Juniper Canyon,0.639963636363591,0.0178557350460691,533
The Minerva,Jackrabbit Buttress > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108883218/the-minerva,3.0,-1,Trad,5.9 PG13,1,60.0,36.11526,-115.48953,Jackrabbit Buttress,Juniper Canyon,0.639963636363591,0.0178557350460691,534
The Not Very Enjoyable Corner,Aquarium Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/124193808/the-not-very-enjoyable-corner,1.0,-1,Trad,5.8,1,120.0,36.11653,-115.48831,Aquarium Wall,Juniper Canyon,0.6536363636363208,0.0485774823314299,535
Balsamic,Aquarium Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106139835/balsamic,2.0,-1,Trad,5.8,1,150.0,36.11653,-115.48831,Aquarium Wall,Juniper Canyon,0.6536363636363208,0.0485774823314299,536
Clear Cut,Tattle Tale Gully > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111630490/clear-cut,2.0,-1,Trad,5.11a,1,80.0,36.1168,-115.48865,Tattle Tale Gully,Juniper Canyon,0.6543636363635673,0.0236322506219351,537
Killjoy,Tattle Tale Gully > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111630241/killjoy,3.0,-1,Trad,5.10d,1,125.0,36.1168,-115.48865,Tattle Tale Gully,Juniper Canyon,0.6543636363635673,0.0236322506219351,538
Black Rose (AKA Emerald Forest),Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106052604/black-rose-aka-emerald-forest,3.6,-1,Trad,5.11 PG13,1,170.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,539
Catamount,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113767733/catamount,2.7,-1,Trad,5.8,1,110.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,540
Jungle Rot,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113720566/jungle-rot,2.4,-1,Trad,5.9 PG13,1,100.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,541
Bear Necessities,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113706125/bear-necessities,2.5,-1,Trad,5.8,1,150.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,542
Toothless Tiger,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113802314/toothless-tiger,2.0,-1,Trad,5.7,1,75.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,543
The Shwack,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113796536/the-shwack,3.0,-1,Trad,5.7,1,150.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,544
The Panther,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113767724/the-panther,2.0,-1,Trad,5.9,1,100.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,545
Aye-Aye Cap'n,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113781371/aye-aye-capn,2.0,-1,Trad,5.9,1,100.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,546
Bush Pig,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113767581/bush-pig,3.6,-1,Trad,5.9+,1,130.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,547
Little Britches,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113706152/little-britches,3.6,-1,Trad,5.8,1,100.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,548
Canopy Crack,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113720535/canopy-crack,2.0,-1,Trad,5.10a/b,1,110.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,549
Jungle Wall,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106052597/jungle-wall,3.8,-1,Sport,5.11b,1,160.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,550
Jungle Gym,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107443416/jungle-gym,3.0,-1,Trad,5.10d PG13,1,120.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,551
Left Edge,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107443410/left-edge,1.9,-1,Sport,5.10d,1,140.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,552
Mowgli,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108684546/mowgli,2.8,-1,Sport,5.10c,1,150.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,553
Vanilla Gorilla,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113741190/vanilla-gorilla,2.0,-1,Trad,5.10-,1,60.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,554
Strangler Fig,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113832739/strangler-fig,2.0,-1,TR,5.1,1,100.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,555
Jorge of the Jungle,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113720501/jorge-of-the-jungle,3.0,-1,Trad,5.10c PG13,1,110.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,556
The Monkey King,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113706193/the-monkey-king,2.5,-1,TR,5.1,1,160.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,557
The Puma,Jungle Wall > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113767684/the-puma,2.8,-1,Trad,5.10b PG13,1,100.0,36.11776,-115.48996,Jungle Wall,Juniper Canyon,0.656581818181786,0.0703712006724412,558
Rose Tower | 4275,Rose Tower > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107474275/rose-tower-4275,2.6,-1,Trad,5.9,1,80.0,36.1178,-115.48805,Rose Tower,Juniper Canyon,0.6638181818181713,0.0288835905995328,559
Canola Crack - Left,Rose Tower > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106067881/canola-crack-left,1.6,-1,Trad,5.7+,1,100.0,36.1178,-115.48805,Rose Tower,Juniper Canyon,0.6638181818181713,0.0288835905995328,560
Brother Bill's Great Thrill,Rose Tower > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107474246/brother-bills-great-thrill,2.0,-1,Trad,5.1,1,80.0,36.1178,-115.48805,Rose Tower,Juniper Canyon,0.6638181818181713,0.0288835905995328,561
Canola Crack - Right,Rose Tower > Juniper Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106072082/canola-crack-right,2.2,-1,Trad,5.7,1,60.0,36.1178,-115.48805,Rose Tower,Juniper Canyon,0.6638181818181713,0.0288835905995328,562
Exsqueeze Me,Little Joe > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105819513/exsqueeze-me,2.0,-1,TR,5.9,1,50.0,36.12065,-115.4915,Little Joe,Pine Creek Canyon,0.6719999999999638,0.2271261319081874,563
iPod,Little Joe > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105819519/ipod,2.0,-1,Trad,5.10a,1,70.0,36.12065,-115.4915,Little Joe,Pine Creek Canyon,0.6719999999999638,0.2271261319081874,564
Six Flavors,Little Joe > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105819499/six-flavors,3.0,-1,Trad,5.1,1,60.0,36.12065,-115.4915,Little Joe,Pine Creek Canyon,0.6719999999999638,0.2271261319081874,565
OB Button,South Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106082831/ob-button,3.2,-1,Trad,5.10b,1,125.0,36.12182,-115.49314,South Face,Mescalito,0.6745454545454567,0.3439690709535243,566
OB Fist,South Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/113757651/ob-fist,3.2,-1,Trad,5.10c,1,115.0,36.12182,-115.49314,South Face,Mescalito,0.6745454545454567,0.3439690709535243,567
Rabbit's Arete,Southeast Buttress > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107336787/rabbits-arete,2.4,-1,Trad,5.10d,1,80.0,36.12178,-115.49277,Southeast Buttress,Mescalito,0.6756000000000264,0.3234883565940461,568
Bed of Nails,Southeast Buttress > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106444789/bed-of-nails,1.3,-1,Trad,5.9 PG13,1,140.0,36.12178,-115.49277,Southeast Buttress,Mescalito,0.6756000000000264,0.3234883565940461,569
Cat in the Phat,Southeast Buttress > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733175/cat-in-the-phat,0.8,-1,Trad,5.7 R,1,80.0,36.12178,-115.49277,Southeast Buttress,Mescalito,0.6756000000000264,0.3234883565940461,570
Fido the Dragon,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/201569689/fido-the-dragon,2.0,-1,Trad,5.7,1,115.0,36.12126,-115.49023,North Face,Magic Mountain,0.6810545454545424,0.1764481295402222,571
Andy & Jason's Mediocre Adventure,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107500118/andy-jasons-mediocre-adventure,2.0,-1,Trad,5.8,1,100.0,36.12126,-115.49023,North Face,Magic Mountain,0.6810545454545424,0.1764481295402222,572
Small Purchase,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732896/small-purchase,3.5,-1,Trad,5.10a,1,100.0,36.12126,-115.49023,North Face,Magic Mountain,0.6810545454545424,0.1764481295402222,573
North Face | 9066,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107889066/north-face-9066,3.5,-1,Trad,5.10c,1,90.0,36.12126,-115.49023,North Face,Magic Mountain,0.6810545454545424,0.1764481295402222,574
Five and Dime,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733058/five-and-dime,2.4,-1,Trad,5.10+,1,100.0,36.12126,-115.49023,North Face,Magic Mountain,0.6810545454545424,0.1764481295402222,575
Dark and Long,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106756692/dark-and-long,3.4,-1,Trad,5.11d,1,150.0,36.12126,-115.49023,North Face,Magic Mountain,0.6810545454545424,0.1764481295402222,576
Midnight Oil,North Face > Magic Mountain > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116073470/midnight-oil,2.0,-1,Trad,5.11a R,1,180.0,36.12126,-115.49023,North Face,Magic Mountain,0.6810545454545424,0.1764481295402222,577
Extra Credit,Dark Shadows Wall > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108920286/extra-credit,3.2,-1,Trad,5.10a,1,60.0,36.12399,-115.49506,Dark Shadows Wall,Mescalito,0.6833454545454687,0.5017674786668251,578
Sandstone Sandwich,Dark Shadows Wall > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732677/sandstone-sandwich,2.9,-1,Trad,5.10c R,1,110.0,36.12399,-115.49506,Dark Shadows Wall,Mescalito,0.6833454545454687,0.5017674786668251,579
Short Circuit,Dark Shadows Wall > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107652823/short-circuit,2.6,-1,Trad,5.11b,1,60.0,36.12399,-115.49506,Dark Shadows Wall,Mescalito,0.6833454545454687,0.5017674786668251,580
Slot Machine,Dark Shadows Wall > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732722/slot-machine,3.3,-1,Trad,5.1,1,,36.12399,-115.49506,Dark Shadows Wall,Mescalito,0.6833454545454687,0.5017674786668251,581
Crunchy Cat,East Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108485248/crunchy-cat,1.5,-1,Trad,5.8- PG13,1,160.0,36.12301,-115.49265,East Face,Mescalito,0.6849818181818296,0.34947931678842,582
This Ain't No Disco,East Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108434493/this-aint-no-disco,2.8,-1,Trad,5.10a PG13,1,130.0,36.12301,-115.49265,East Face,Mescalito,0.6849818181818296,0.34947931678842,583
Pauline's Pentacle,East Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106125175/paulines-pentacle,1.7,-1,Trad,5.10a,1,,36.12301,-115.49265,East Face,Mescalito,0.6849818181818296,0.34947931678842,584
Left of Disco,East Face > Mescalito > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108434514/left-of-disco,2.3,-1,Trad,5.10b/c PG13,1,130.0,36.12301,-115.49265,East Face,Mescalito,0.6849818181818296,0.34947931678842,585
