Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Fearless Freaks,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105905290/fearless-freaks,1.9,-1,Sport,5.11b/c,1,50,36.16586,-115.45323
Last but least,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116759411/last-but-least,1,-1,Sport,5.11b/c,1,50,36.16586,-115.45323
GBH,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105885089/gbh,2.1,-1,Sport,5.11c,1,80,36.16586,-115.45323
Black Flag,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107326728/black-flag,3,-1,Sport,5.11c,1,65,36.16586,-115.45323
Sonic Youth,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105884624/sonic-youth,3.8,-1,Sport,5.11d,1,60,36.16586,-115.45323
I Would for You,Sonic Youth Wall > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107135931/i-would-for-you,3.6,-1,Sport,5.11d,1,,36.16586,-115.45323
Slam Dancin' With The Amish,Sonic Youth Upper Tier > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813462/slam-dancin-with-the-amish,2.5,-1,Trad,5.9+ PG13,1,80,36.16584,-115.4533
Crankenstein,Sonic Youth Upper Tier > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111865496/crankenstein,2.7,-1,Trad,5.10c,1,80,36.16584,-115.4533
Mask Psychosis,The COVID Crag > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122238225/mask-psychosis,1,-1,Sport,5.11a,1,35,36.16908,-115.45503
Plandemic,The COVID Crag > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122238204/plandemic,1,-1,Sport,5.11b/c,1,35,36.16908,-115.45503
Leashed for life,The COVID Crag > Wake Up Wall Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/122371411/leashed-for-life,2,-1,Sport,5.11d,1,45,36.16908,-115.45503
The Cat and the Bird,Avian Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/114809216/the-cat-and-the-bird,2.9,-1,Sport,5.9,1,50,36.1701,-115.4518
Coyote Moon,Avian Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105892337/coyote-moon,1.7,-1,Sport,5.9,1,100,36.1701,-115.4518
Spotted Eagle,Avian Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105892342/spotted-eagle,2,-1,Sport,5.10a,1,100,36.1701,-115.4518
Thunderbird,Avian Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/121683935/thunderbird,1.7,-1,Sport,5.11b PG13,1,80,36.1701,-115.4518
Spotted Owl,Avian Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/121694162/spotted-owl,2.7,-1,Sport,5.11b,1,80,36.1701,-115.4518
Inside Out,The Secret 13 Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105948347/inside-out,2.7,-1,Sport,5.11c,1,40,36.17082,-115.45073
Silence,The Secret 13 Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105948367/silence,3,-1,Sport,5.11d,1,55,36.17082,-115.45073
Leveraged Buyout,The Bull Market and Satellite Wall > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108593814/leveraged-buyout,1,-1,Sport,5.11b/c,1,50,36.1695,-115.45214
Bandage Girl,The Salt Factory > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108975671/bandage-girl,1,-1,Trad,5.10a,1,45,36.17081,-115.45324
Super Meat Boy,The Salt Factory > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108975829/super-meat-boy,2.5,-1,Sport,5.10d,1,30,36.17081,-115.45324
Burrito Face-Plant,Vaya Con Queso Cliff > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/110127332/burrito-face-plant,2.5,-1,Sport,5.10d,1,35,36.17209,-115.45449
Short But Sweet,The Twinkie > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120077656/short-but-sweet,1.5,-1,Sport,5.11a,1,40,36.1692,-115.45338
Flake Eyes,The Twinkie > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120037950/flake-eyes,2.7,-1,Sport,5.11b,1,40,36.1692,-115.45338
Like Mom Used To Make,The Twinkie > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118227597/like-mom-used-to-make,2.7,-1,Sport,5.11c,1,50,36.1692,-115.45338
Zinger,The Twinkie > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120074549/zinger,2,-1,Sport,5.11c/d,1,40,36.1692,-115.45338
Sno Ball,The Twinkie > The Trophy Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120037924/sno-ball,2.3,-1,Sport,5.11d,1,40,36.1692,-115.45338
Parts is Parts,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105865662/parts-is-parts,2,-1,Sport,5.8,1,60,36.1644,-115.44322
Battery Powered,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105865668/battery-powered,2.1,-1,Sport,5.9,1,70,36.1644,-115.44322
Hit and Run,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105899225/hit-and-run,2.1,-1,Sport,5.9,1,60,36.1644,-115.44322
Trigger Happy,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105892303/trigger-happy,2.7,-1,Sport,5.10a,1,100,36.1644,-115.44322
Kokopelli,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105865640/kokopelli,2.5,-1,Sport,5.10c,1,70,36.1644,-115.44322
Some Assembly Required,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107033555/some-assembly-required,2.1,-1,Sport,5.10+,1,70,36.1644,-115.44322
Foreman Ferris,The Mass Production Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105865652/foreman-ferris,2.8,-1,Sport,5.11c,1,80,36.1644,-115.44322
Gift Rapped,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105892354/gift-rapped,2.8,-1,Sport,5.11a,1,60,36.16286,-115.44137
Red Sky Mining,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913023/red-sky-mining,2.5,-1,Sport,5.11a,1,60,36.16286,-115.44137
Moments to Memories,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913043/moments-to-memories,1.2,-1,Sport,5.11a,1,40,36.16286,-115.44137
When the Cat's Away,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913032/when-the-cats-away,3.5,-1,Sport,5.11b,1,40,36.16286,-115.44137
Red Storm Rising,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913028/red-storm-rising,2.5,-1,Sport,5.11c,1,40,36.16286,-115.44137
Fast Moving Train,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913047/fast-moving-train,2.3,-1,Sport,5.11c,1,40,36.16286,-115.44137
Saddam's Mom,Holiday Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913039/saddams-mom,3.2,-1,Sport,5.11d,1,40,36.16286,-115.44137
Brand New Bag,Upper Tier > James Brown Area > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120094227/brand-new-bag,2.4,-1,Sport,5.11c,1,30,36.16299,-115.43987
James Brown,Upper Tier > James Brown Area > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913902/james-brown,3.3,-1,Sport,5.11d,1,60,36.16299,-115.43987
Soul Power,Upper Tier > James Brown Area > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105913906/soul-power,3.8,-1,Sport,5.11d,1,60,36.16299,-115.43987
Mirage II,Lower Tier > James Brown Area > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106700353/mirage-ii,2.7,-1,Sport,5.10d,1,80,36.16281,-115.43976
Ms. Adventure,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/115356901/ms-adventure,2,-1,Sport,5.7,1,25,36.16538,-115.44292
Innocent Bystander,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106063906/innocent-bystander,2.5,-1,Sport,5.10a,1,40,36.16538,-115.44292
Resisting a Rest,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120455385/resisting-a-rest,2.6,-1,Sport,5.10b,1,35,36.16538,-115.44292
Bull Rider,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106063901/bull-rider,2.1,-1,Sport,5.10+,1,35,36.16538,-115.44292
Rest Training Order,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120454968/rest-training-order,2.4,-1,Sport,5.10d,1,50,36.16538,-115.44292
Yearnin' and Learnin',Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106063891/yearnin-and-learnin,2.8,-1,Sport,5.11a,1,45,36.16538,-115.44292
Armed and Dangerous,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106973210/armed-and-dangerous,2.8,-1,Sport,5.11a,1,45,36.16538,-115.44292
Repeat Offender,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106973218/repeat-offender,2,-1,Sport,5.11a,1,45,36.16538,-115.44292
Bad Reputation,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106063699/bad-reputation,2.5,-1,Sport,5.11b,1,45,36.16538,-115.44292
Walk the Line,Hall of Fame > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106063707/walk-the-line,2.5,-1,Sport,5.11b,1,45,36.16538,-115.44292
Hero Worship,Computer Virus Wall > Calico Tanks Area > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/115356833/hero-worship,1,-1,Sport,5.10b,1,30,36.16567,-115.44248
Eat My Shorts,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111609620/eat-my-shorts,2.4,-1,Sport,5.7+,1,80,36.16016,-115.4423
Frictiony Face Panty Waist,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107089591/frictiony-face-panty-waist,2.8,-1,Sport,5.9,1,80,36.16016,-115.4423
Plastic People,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106109062/plastic-people,2.4,-1,Sport,5.10b/c,1,90,36.16016,-115.4423
Vile Pile,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106358718/vile-pile,1.9,-1,Sport,5.10b/c PG13,1,50,36.16016,-115.4423
Red Heat,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106124685/red-heat,3.4,-1,Trad,5.10d,1,160,36.16016,-115.4423
Predator,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/123697020/predator,2,-1,Trad,5.10d R,1,90,36.16016,-115.4423
Synthetic Society,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106129678/synthetic-society,1.9,-1,Sport,5.11a,1,90,36.16016,-115.4423
Galloping Gal,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106132682/galloping-gal,2.7,-1,Sport,5.11a,1,100,36.16016,-115.4423
Commitment to Excrement,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108486941/commitment-to-excrement,3.2,-1,Sport,5.11a,1,100,36.16016,-115.4423
Running Man,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732401/running-man,3.9,-1,Sport,5.11c,1,120,36.16016,-115.4423
Graveyard Waltz,Running Man Wall > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105905286/graveyard-waltz,3.6,-1,Sport,5.11d,1,110,36.16016,-115.4423
Long Walk Off Of a Short Pier,The Pier > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105811893/long-walk-off-of-a-short-pier,2.5,-1,Sport,5.9-,1,70,36.1607,-115.44627
Under the Boardwalk,The Pier > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813238/under-the-boardwalk,3.4,-1,Sport,5.11a,1,50,36.1607,-115.44627
Scantily Clad Bimbo,The Pier > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118120721/scantily-clad-bimbo,1,-1,Sport,5.11a,1,30,36.1607,-115.44627
Seventh Hour,The Pier > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813234/seventh-hour,1.3,-1,Sport,5.11b,1,35,36.1607,-115.44627
Basement,The Pier > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105879899/basement,3.1,-1,Sport,5.11c,1,50,36.1607,-115.44627
Split Infinitive,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813473/split-infinitive,1.6,-1,Sport,5.9 PG13,1,100,36.15852,-115.4401
Split Ends,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813469/split-ends,2,-1,Sport,5.10-,1,100,36.15852,-115.4401
Split Lip,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/111392579/split-lip,2,-1,Trad,5.10b PG13,1,115,36.15852,-115.4401
Swedish Erotica,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/123778280/swedish-erotica,1.5,-1,Trad,5.10+,1,,36.15852,-115.4401
Cut Loose,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813481/cut-loose,3.1,-1,Trad,5.10d,1,50,36.15852,-115.4401
Flameblower,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107431251/flameblower,3.6,-1,Sport,5.10d,1,95,36.15852,-115.4401
One-Eyed Jacks,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105818839/one-eyed-jacks,2.7,-1,Sport,5.11a/b,1,40,36.15852,-115.4401
The Deluxe,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105911032/the-deluxe,3,-1,Sport,5.11a/b,1,90,36.15852,-115.4401
Break Loose,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/124155370/break-loose,2.5,-1,Trad,5.11a/b PG13,1,40,36.15852,-115.4401
Marshall Amp,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105813493/marshall-amp,3.4,-1,Sport,5.11b,1,105,36.15852,-115.4401
Footloose,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106649113/footloose,3.1,-1,Sport,5.11b,1,60,36.15852,-115.4401
Ancient Aria,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118209985/ancient-aria,2.3,-1,Sport,5.11,1,90,36.15852,-115.4401
Flying V,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120238567/flying-v,2.7,-1,Sport,5.11d,1,70,36.15852,-115.4401
Titan Rocket,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105905277/titan-rocket,1.7,-1,Sport,5.11d,1,80,36.15852,-115.4401
Stratocaster,Stratocaster Area > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/106500890/stratocaster,3.9,-1,Sport,5.11d,1,125,36.15852,-115.4401
Far Cry From Josh,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105818957/far-cry-from-josh,2.5,-1,Sport,5.10-,1,45,36.16118,-115.44733
The Escalator,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/119065987/the-escalator,-1,-1,Trad,5.10b,1,40,36.16118,-115.44733
Cal. West,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105819767/cal-west,2.1,-1,Sport,5.10c,1,85,36.16118,-115.44733
Just in from L.A.,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105819772/just-in-from-la,2.6,-1,Sport,5.10d,1,45,36.16118,-115.44733
Orange County,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/118236863/orange-county,1,-1,Sport,5.11b,1,40,36.16118,-115.44733
Hurricane,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105819777/hurricane,1.7,-1,Sport,5.11,1,80,36.16118,-115.44733
Senseless seizure,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120326325/senseless-seizure,3,-1,Sport,5.11c/d,1,40,36.16118,-115.44733
Quicksand,California Crag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105820497/quicksand,2.8,-1,Sport,5.11d,1,60,36.16118,-115.44733
Hidden Edge,Corridor Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108022159/hidden-edge,2.1,-1,Sport,5.10b PG13,1,40,36.16123,-115.4484
Dirty Secret,Corridor Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107337889/dirty-secret,1.6,-1,Sport,5.10d,1,45,36.16123,-115.4484
Don't Scare the Bat!,Corridor Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/108647722/dont-scare-the-bat,2.5,-1,Sport,5.11-,1,50,36.16123,-115.4484
Northernmost Gully Route,Gully Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/120277066/northernmost-gully-route,-1,-1,Sport,5.1,1,35,36.16153,-115.4485
Red-Cap,Gully Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/121950077/red-cap,2.7,-1,Sport,5.1,1,35,36.16153,-115.4485
Little Red,Gully Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107039064/little-red,3,-1,Trad,5.10c,1,30,36.16153,-115.4485
Gonzo,Gully Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107313745/gonzo,2,-1,Trad,5.11+ R,1,50,36.16153,-115.4485
Walking on a Dream,Gully Right > Hidden Corridor > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107039433/walking-on-a-dream,3.5,-1,Sport,5.11d,1,60,36.16153,-115.4485
Jimmy Nap,Americrag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116759705/jimmy-nap,1,-1,Sport,5.11c,1,50,36.16255,-115.44613
Mr Moto,Americrag > Calico Hills Trail > Sandstone Quarry > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116759693/mr-moto,2,-1,Sport,5.11+,1,50,36.16255,-115.44613
Blockade Runner,East Face > Windy Peak > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105934896/blockade-runner,2.2,-1,Trad,5.8- PG13,1,120,36.01713,-115.46286
The Free Crack,East Face > Windy Peak > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112838727/the-free-crack,2.2,-1,Trad,5.8+,1,150,36.01713,-115.46286
The Aid Crack,East Face > Windy Peak > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112844395/the-aid-crack,2.9,-1,Trad,5.10c,1,60,36.01713,-115.46286
Gluten Free Lap Dance,Gluten Free Boulder > Windy Peak > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/116536723/gluten-free-lap-dance,1.5,-1,Trad,5.9,1,35,36.01782,-115.46971
Lil' Sumpin',The Attic > Windy Peak > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/119952732/lil-sumpin,3,-1,Trad,5.10+,1,40,36.01585,-115.4714
5.7 Freak Out,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/112891240/57-freak-out,1.6,-1,Trad,5.7 PG13,1,60,36.1268,-115.48806
Crispy Critters,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733118/crispy-critters,1.6,-1,Trad,5.7 R,1,50,36.1268,-115.48806
Captain Crunch,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733121/captain-crunch,1.5,-1,Trad,5.7,1,50,36.1268,-115.48806
Straight Shooter,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732428/straight-shooter,3.6,-1,Trad,5.9+,1,60,36.1268,-115.48806
Bird Crack,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105733127/bird-crack,1,-1,Trad,5.10d,1,60,36.1268,-115.48806
The Lazy Fireman,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105927508/the-lazy-fireman,2,-1,Sport,5.11a,1,,36.1268,-115.48806
Slabba Dabba Doo,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107450248/slabba-dabba-doo,1.7,-1,Sport,5.11b R,1,60,36.1268,-115.48806
Forget Me Knot,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107450899/forget-me-knot,1.8,-1,Trad,5.11 R,1,100,36.1268,-115.48806
Sidewinder,Straight Shooter Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732491/sidewinder,2.3,-1,Sport,5.11,1,60,36.1268,-115.48806
Bird Cage,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105936299/bird-cage,1.3,-1,Trad,5.7,1,20,36.12521,-115.49109
Bus Stops Here,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105970351/bus-stops-here,2,-1,Trad,5.8-,1,120,36.12521,-115.49109
Mo (AKA Nowhere Man),Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/107454656/mo-aka-nowhere-man,2.6,-1,Trad,5.8+,1,100,36.12521,-115.49109
Moons Way,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/124139599/moons-way,1.5,-1,Trad,5.9-,1,50,36.12521,-115.49109
Table Greens,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/125550845/table-greens,3,-1,Trad,5.9,1,100,36.12521,-115.49109
Topless Twins,Brass Wall > Pine Creek Canyon > Red Rocks > Southern Nevada > Nevada,https://www.mountainproject.com/route/105732362/topless-twins,3.1,-1,Trad,5.9,1,70,36.12521,-115.49109
